ProduktID;MHD;Batch
produkt_5742;23.05.2025;594
produkt_5743;23.02.2025;201
produkt_5744;15.08.2025;453
produkt_5745;15.10.2025;313
produkt_5746;03.11.2025;912
produkt_5747;28.04.2025;466
produkt_5748;26.03.2025;672
produkt_5749;08.01.2025;163
produkt_5750;18.01.2025;687
produkt_5751;04.05.2025;911
produkt_5752;25.11.2025;277
produkt_5753;18.05.2025;753
produkt_5754;06.03.2025;790
produkt_5755;24.04.2025;614
produkt_5756;13.04.2025;334
produkt_5757;16.09.2025;359
produkt_5758;21.01.2025;989
produkt_5759;24.03.2025;143
produkt_5760;15.10.2025;673
produkt_5761;22.01.2025;415
produkt_5762;04.01.2025;382
produkt_5763;10.11.2025;153
produkt_5764;05.12.2025;715
produkt_5765;16.09.2025;838
produkt_5766;22.01.2025;393
produkt_5767;22.02.2025;285
produkt_5768;01.05.2025;175
produkt_5769;18.09.2025;407
produkt_5770;05.03.2025;383
produkt_5771;22.09.2025;550
produkt_5772;29.11.2025;194
produkt_5773;22.01.2025;493
produkt_5774;26.07.2025;756
produkt_5775;03.08.2025;647
produkt_5776;27.11.2025;709
produkt_5777;01.11.2025;549
produkt_5778;18.10.2025;774
produkt_5779;09.01.2025;507
produkt_5780;08.09.2025;538
produkt_5781;02.07.2025;336
produkt_5782;14.04.2025;815
produkt_5783;02.12.2025;70
produkt_5784;02.07.2025;869
produkt_5785;04.08.2025;509
produkt_5786;14.06.2025;520
produkt_5787;14.01.2025;109
produkt_5788;04.07.2025;331
produkt_5789;01.09.2025;179
produkt_5790;18.04.2025;985
produkt_5791;18.08.2025;764
produkt_5792;07.12.2025;984
produkt_5793;21.04.2025;226
produkt_5794;11.05.2025;785
produkt_5795;29.11.2025;687
produkt_5796;19.11.2025;739
produkt_5797;05.02.2025;675
produkt_5798;14.04.2025;960
produkt_5799;20.08.2025;932
produkt_5800;23.06.2025;564
produkt_5801;04.01.2025;329
produkt_5802;09.05.2025;969
produkt_5803;26.08.2025;323
produkt_5804;11.12.2025;491
produkt_5805;06.08.2025;678
produkt_5806;23.12.2025;922
produkt_5807;26.05.2025;216
produkt_5808;19.08.2025;385
produkt_5809;01.06.2025;909
produkt_5810;22.11.2025;474
produkt_5811;24.05.2025;134
produkt_5812;20.06.2025;991
produkt_5813;14.02.2025;927
produkt_5814;06.03.2025;826
produkt_5815;25.02.2025;478
produkt_5816;11.04.2025;662
produkt_5817;25.05.2025;520
produkt_5818;07.11.2025;971
produkt_5819;23.03.2025;680
produkt_5820;16.10.2025;84
produkt_5821;17.10.2025;158
produkt_5822;19.12.2025;79
produkt_5823;01.05.2025;100
produkt_5824;24.07.2025;150
produkt_5825;23.02.2025;833
produkt_5826;07.04.2025;164
produkt_5827;25.05.2025;563
produkt_5828;07.07.2025;751
produkt_5829;02.07.2025;207
produkt_5830;16.02.2025;292
produkt_5831;27.07.2025;431
produkt_5832;14.07.2025;215
produkt_5833;17.10.2025;121
produkt_5834;16.06.2025;141
produkt_5835;27.04.2025;863
produkt_5836;11.06.2025;158
produkt_5837;07.08.2025;338
produkt_5838;22.09.2025;244
produkt_5839;06.02.2025;579
produkt_5840;07.07.2025;349
produkt_5841;25.07.2025;765
produkt_5842;28.12.2025;790
produkt_5843;14.08.2025;813
produkt_5844;20.10.2025;595
produkt_5845;12.03.2025;753
produkt_5846;24.10.2025;235
produkt_5847;12.03.2025;683
produkt_5848;12.10.2025;659
produkt_5849;18.07.2025;924
produkt_5850;06.02.2025;273
produkt_5851;01.06.2025;226
produkt_5852;22.12.2025;873
produkt_5853;08.01.2025;939
produkt_5854;29.10.2025;984
produkt_5855;23.07.2025;415
produkt_5856;10.05.2025;469
produkt_5857;11.01.2025;194
produkt_5858;19.11.2025;804
produkt_5859;12.02.2025;771
produkt_5860;05.09.2025;506
produkt_5861;19.07.2025;138
produkt_5862;27.10.2025;331
produkt_5863;10.12.2025;973
produkt_5864;07.12.2025;296
produkt_5865;17.04.2025;568
produkt_5866;05.12.2025;982
produkt_5867;16.03.2025;997
produkt_5868;18.12.2025;397
produkt_5869;31.01.2025;108
produkt_5870;20.10.2025;843
produkt_5871;24.12.2025;91
produkt_5872;22.01.2025;194
produkt_5873;24.02.2025;468
produkt_5874;29.08.2025;423
produkt_5875;05.11.2025;721
produkt_5876;17.05.2025;374
produkt_5877;01.01.2025;996
produkt_5878;30.01.2025;936
produkt_5879;27.04.2025;666
produkt_5880;11.12.2025;369
produkt_5881;21.09.2025;958
produkt_5882;28.03.2025;375
produkt_5883;18.01.2025;163
produkt_5884;09.11.2025;831
produkt_5885;25.12.2025;657
produkt_5886;25.12.2025;181
produkt_5887;11.01.2025;268
produkt_5888;29.07.2025;229
produkt_5889;18.06.2025;468
produkt_5890;05.11.2025;450
produkt_5891;12.10.2025;213
produkt_5892;24.12.2025;542
produkt_5893;14.08.2025;520
produkt_5894;12.05.2025;836
produkt_5895;16.12.2025;628
produkt_5896;09.12.2025;744
produkt_5897;11.09.2025;575
produkt_5898;16.01.2025;170
produkt_5899;08.08.2025;417
produkt_5900;31.08.2025;576
produkt_5901;21.06.2025;492
produkt_5902;01.05.2025;705
produkt_5903;26.12.2025;407
produkt_5904;11.03.2025;581
produkt_5905;13.05.2025;674
produkt_5906;03.07.2025;342
produkt_5907;13.10.2025;679
produkt_5908;17.11.2025;214
produkt_5909;31.07.2025;994
produkt_5910;19.06.2025;748
produkt_5911;11.07.2025;356
produkt_5912;11.09.2025;841
produkt_5913;29.09.2025;342
produkt_5914;05.06.2025;666
produkt_5915;05.12.2025;964
produkt_5916;13.07.2025;404
produkt_5917;27.10.2025;86
produkt_5918;12.01.2025;942
produkt_5919;22.02.2025;442
produkt_5920;28.01.2025;823
produkt_5921;19.07.2025;131
produkt_5922;06.01.2025;560
produkt_5923;12.03.2025;932
produkt_5924;19.06.2025;690
produkt_5925;14.06.2025;838
produkt_5926;06.04.2025;578
produkt_5927;09.01.2025;271
produkt_5928;28.11.2025;449
produkt_5929;03.08.2025;168
produkt_5930;30.05.2025;566
produkt_5931;07.07.2025;966
produkt_5932;09.12.2025;149
produkt_5933;03.10.2025;269
produkt_5934;22.12.2025;394
produkt_5935;14.09.2025;469
produkt_5936;25.06.2025;481
produkt_5937;29.12.2025;459
produkt_5938;29.09.2025;722
produkt_5939;28.09.2025;589
produkt_5940;05.03.2025;891
produkt_5941;30.05.2025;660
produkt_5942;16.04.2025;905
produkt_5943;15.12.2025;535
produkt_5944;24.06.2025;99
produkt_5945;24.10.2025;622
produkt_5946;28.01.2025;623
produkt_5947;06.06.2025;574
produkt_5948;10.12.2025;591
produkt_5949;10.03.2025;497
produkt_5950;13.07.2025;97
produkt_5951;03.11.2025;106
produkt_5952;25.08.2025;373
produkt_5953;19.08.2025;617
produkt_5954;07.09.2025;875
produkt_5955;19.01.2025;839
produkt_5956;10.08.2025;784
produkt_5957;04.04.2025;859
produkt_5958;05.11.2025;931
produkt_5959;22.09.2025;257
produkt_5960;13.10.2025;476
produkt_5961;20.02.2025;413
produkt_5962;01.12.2025;522
produkt_5963;18.03.2025;503
produkt_5964;17.10.2025;458
produkt_5965;04.08.2025;668
produkt_5966;26.06.2025;897
produkt_5967;01.02.2025;529
produkt_5968;11.01.2025;147
produkt_5969;02.05.2025;352
produkt_5970;09.12.2025;390
produkt_5971;07.11.2025;721
produkt_5972;07.02.2025;500
produkt_5973;17.09.2025;356
produkt_5974;27.11.2025;273
produkt_5975;11.08.2025;528
produkt_5976;11.01.2025;71
produkt_5977;22.04.2025;95
produkt_5978;25.07.2025;562
produkt_5979;26.03.2025;291
produkt_5980;29.06.2025;60
produkt_5981;03.12.2025;235
produkt_5982;22.07.2025;822
produkt_5983;19.05.2025;818
produkt_5984;20.01.2025;557
produkt_5985;22.12.2025;678
produkt_5986;02.10.2025;695
produkt_5987;08.06.2025;999
produkt_5988;15.09.2025;943
produkt_5989;12.09.2025;738
produkt_5990;06.04.2025;557
produkt_5991;16.10.2025;476
produkt_5992;25.11.2025;187
produkt_5993;17.03.2025;937
produkt_5994;06.03.2025;102
produkt_5995;01.08.2025;576
produkt_5996;19.02.2025;78
produkt_5997;29.12.2025;453
produkt_5998;05.05.2025;516
produkt_5999;08.01.2025;553
produkt_6000;11.04.2025;71
produkt_6001;05.08.2025;117
produkt_6002;05.04.2025;566
produkt_6003;11.03.2025;542
produkt_6004;15.04.2025;347
produkt_6005;25.10.2025;379
produkt_6006;22.08.2025;735
produkt_6007;02.04.2025;338
produkt_6008;25.12.2025;379
produkt_6009;12.12.2025;523
produkt_6010;24.04.2025;304
produkt_6011;23.08.2025;453
produkt_6012;13.06.2025;993
produkt_6013;17.03.2025;93
produkt_6014;21.08.2025;481
produkt_6015;06.07.2025;802
produkt_6016;06.05.2025;873
produkt_6017;13.07.2025;591
produkt_6018;22.09.2025;962
produkt_6019;12.09.2025;240
produkt_6020;06.07.2025;255
produkt_6021;17.11.2025;829
produkt_6022;04.03.2025;389
produkt_6023;30.12.2025;255
produkt_6024;19.12.2025;769
produkt_6025;11.08.2025;56
produkt_6026;07.06.2025;454
produkt_6027;06.05.2025;993
produkt_6028;23.06.2025;860
produkt_6029;19.08.2025;991
produkt_6030;13.03.2025;351
produkt_6031;01.08.2025;701
produkt_6032;08.08.2025;423
produkt_6033;05.10.2025;469
produkt_6034;24.12.2025;706
produkt_6035;20.06.2025;989
produkt_6036;08.04.2025;571
produkt_6037;14.11.2025;174
produkt_6038;03.09.2025;165
produkt_6039;05.11.2025;977
produkt_6040;28.11.2025;932
produkt_6041;21.03.2025;482
produkt_6042;15.11.2025;532
produkt_6043;12.04.2025;819
produkt_6044;13.10.2025;466
produkt_6045;09.05.2025;327
produkt_6046;25.09.2025;829
produkt_6047;16.05.2025;930
produkt_6048;01.07.2025;177
produkt_6049;19.11.2025;741
produkt_6050;19.07.2025;962
produkt_6051;20.11.2025;823
produkt_6052;02.06.2025;237
produkt_6053;14.05.2025;707
produkt_6054;06.12.2025;751
produkt_6055;06.03.2025;749
produkt_6056;10.06.2025;642
produkt_6057;27.09.2025;953
produkt_6058;14.04.2025;996
produkt_6059;27.09.2025;413
produkt_6060;12.03.2025;438
produkt_6061;18.05.2025;536
produkt_6062;21.03.2025;888
produkt_6063;27.05.2025;361
produkt_6064;02.03.2025;989
produkt_6065;07.01.2025;967
produkt_6066;14.07.2025;759
produkt_6067;14.02.2025;920
produkt_6068;27.06.2025;137
produkt_6069;07.09.2025;449
produkt_6070;09.02.2025;384
produkt_6071;24.05.2025;545
produkt_6072;11.04.2025;235
produkt_6073;28.07.2025;971
produkt_6074;25.08.2025;292
produkt_6075;21.09.2025;792
produkt_6076;01.01.2025;382
produkt_6077;10.01.2025;340
produkt_6078;28.12.2025;621
produkt_6079;30.04.2025;704
produkt_6080;13.08.2025;463
produkt_6081;26.10.2025;848
produkt_6082;03.04.2025;876
produkt_6083;26.07.2025;528
produkt_6084;21.11.2025;825
produkt_6085;18.05.2025;599
produkt_6086;21.05.2025;290
produkt_6087;14.01.2025;418
produkt_6088;14.08.2025;703
produkt_6089;05.01.2025;921
produkt_6090;21.03.2025;858
produkt_6091;14.10.2025;293
produkt_6092;10.08.2025;609
produkt_6093;26.02.2025;357
produkt_6094;05.03.2025;346
produkt_6095;27.09.2025;119
produkt_6096;04.10.2025;898
produkt_6097;01.01.2026;68
produkt_6098;30.01.2025;108
produkt_6099;14.02.2025;381
produkt_6100;30.01.2025;556
produkt_6101;01.06.2025;291
produkt_6102;24.07.2025;661
produkt_6103;01.01.2025;149
produkt_6104;09.12.2025;805
produkt_6105;26.08.2025;834
produkt_6106;22.08.2025;713
produkt_6107;14.09.2025;318
produkt_6108;01.02.2025;349
produkt_6109;07.05.2025;321
produkt_6110;20.06.2025;431
produkt_6111;02.07.2025;254
produkt_6112;11.09.2025;230
produkt_6113;14.08.2025;175
produkt_6114;16.01.2025;968
produkt_6115;22.04.2025;814
produkt_6116;29.04.2025;776
produkt_6117;23.01.2025;614
produkt_6118;28.01.2025;769
produkt_6119;28.10.2025;524
produkt_6120;25.12.2025;934
produkt_6121;19.02.2025;835
produkt_6122;02.11.2025;991
produkt_6123;29.12.2025;818
produkt_6124;26.05.2025;504
produkt_6125;20.08.2025;389
produkt_6126;10.06.2025;807
produkt_6127;30.01.2025;925
produkt_6128;25.10.2025;195
produkt_6129;01.08.2025;185
produkt_6130;05.06.2025;948
produkt_6131;10.09.2025;166
produkt_6132;21.08.2025;535
produkt_6133;23.03.2025;361
produkt_6134;19.08.2025;209
produkt_6135;07.02.2025;526
produkt_6136;02.10.2025;229
produkt_6137;20.07.2025;757
produkt_6138;16.12.2025;852
produkt_6139;02.06.2025;594
produkt_6140;09.10.2025;172
produkt_6141;08.05.2025;58
produkt_6142;18.03.2025;124
produkt_6143;11.09.2025;299
produkt_6144;29.12.2025;452
produkt_6145;01.11.2025;84
produkt_6146;30.06.2025;780
produkt_6147;09.11.2025;663
produkt_6148;25.06.2025;145
produkt_6149;03.10.2025;130
produkt_6150;01.09.2025;562
produkt_6151;18.07.2025;973
produkt_6152;23.06.2025;930
produkt_6153;28.11.2025;619
produkt_6154;25.07.2025;402
produkt_6155;12.11.2025;417
produkt_6156;25.09.2025;960
produkt_6157;15.10.2025;131
produkt_6158;10.10.2025;991
produkt_6159;12.11.2025;569
produkt_6160;07.08.2025;931
produkt_6161;07.05.2025;513
produkt_6162;10.07.2025;235
produkt_6163;09.10.2025;892
produkt_6164;13.03.2025;160
produkt_6165;06.03.2025;959
produkt_6166;11.12.2025;559
produkt_6167;08.05.2025;351
produkt_6168;10.07.2025;698
produkt_6169;19.02.2025;956
produkt_6170;18.04.2025;666
produkt_6171;17.08.2025;826
produkt_6172;10.09.2025;758
produkt_6173;13.08.2025;88
produkt_6174;09.01.2025;717
produkt_6175;24.06.2025;427
produkt_6176;08.03.2025;847
produkt_6177;18.06.2025;252
produkt_6178;23.12.2025;938
produkt_6179;11.07.2025;555
produkt_6180;17.08.2025;718
produkt_6181;19.05.2025;438
produkt_6182;22.05.2025;763
produkt_6183;06.09.2025;538
produkt_6184;24.09.2025;720
produkt_6185;09.11.2025;50
produkt_6186;07.06.2025;441
produkt_6187;19.11.2025;248
produkt_6188;14.03.2025;756
produkt_6189;25.02.2025;623
produkt_6190;15.11.2025;746
produkt_6191;11.11.2025;434
produkt_6192;07.06.2025;840
produkt_6193;02.02.2025;93
produkt_6194;24.10.2025;973
produkt_6195;17.06.2025;645
produkt_6196;26.03.2025;479
produkt_6197;24.05.2025;166
produkt_6198;29.04.2025;547
produkt_6199;17.11.2025;554
produkt_6200;27.05.2025;856
produkt_6201;14.12.2025;745
produkt_6202;31.10.2025;967
produkt_6203;07.11.2025;976
produkt_6204;28.01.2025;619
produkt_6205;05.05.2025;55
produkt_6206;01.11.2025;59
produkt_6207;29.05.2025;622
produkt_6208;03.03.2025;991
produkt_6209;21.09.2025;751
produkt_6210;24.01.2025;361
produkt_6211;21.06.2025;114
produkt_6212;10.12.2025;538
produkt_6213;22.06.2025;996
produkt_6214;30.07.2025;137
produkt_6215;14.07.2025;539
produkt_6216;08.09.2025;461
produkt_6217;24.11.2025;586
produkt_6218;04.03.2025;234
produkt_6219;16.12.2025;848
produkt_6220;17.07.2025;587
produkt_6221;06.07.2025;673
produkt_6222;04.06.2025;850
produkt_6223;11.04.2025;569
produkt_6224;11.06.2025;63
produkt_6225;28.12.2025;559
produkt_6226;08.11.2025;359
produkt_6227;16.09.2025;72
produkt_6228;21.08.2025;581
produkt_6229;08.09.2025;780
produkt_6230;08.12.2025;327
produkt_6231;02.12.2025;151
produkt_6232;12.10.2025;256
produkt_6233;18.07.2025;674
produkt_6234;11.05.2025;659
produkt_6235;24.02.2025;403
produkt_6236;25.04.2025;101
produkt_6237;26.05.2025;367
produkt_6238;26.07.2025;672
produkt_6239;04.04.2025;883
produkt_6240;19.09.2025;704
produkt_6241;24.05.2025;247
produkt_6242;28.12.2025;61
produkt_6243;08.07.2025;805
produkt_6244;07.04.2025;543
produkt_6245;06.11.2025;181
produkt_6246;01.03.2025;108
produkt_6247;27.10.2025;303
produkt_6248;23.01.2025;699
produkt_6249;05.08.2025;691
produkt_6250;10.12.2025;82
produkt_6251;15.07.2025;645
produkt_6252;17.10.2025;70
produkt_6253;27.08.2025;691
produkt_6254;10.03.2025;556
produkt_6255;18.07.2025;563
produkt_6256;18.08.2025;113
produkt_6257;12.11.2025;851
produkt_6258;03.07.2025;763
produkt_6259;29.04.2025;760
produkt_6260;22.11.2025;446
produkt_6261;16.08.2025;875
produkt_6262;21.07.2025;731
produkt_6263;17.06.2025;831
produkt_6264;25.12.2025;232
produkt_6265;30.05.2025;309
produkt_6266;15.12.2025;839
produkt_6267;08.10.2025;944
produkt_6268;06.11.2025;107
produkt_6269;06.06.2025;940
produkt_6270;21.04.2025;760
produkt_6271;17.01.2025;210
produkt_6272;18.01.2025;760
produkt_6273;20.07.2025;269
produkt_6274;22.04.2025;136
produkt_6275;26.12.2025;608
produkt_6276;10.03.2025;469
produkt_6277;08.06.2025;570
produkt_6278;08.01.2025;983
produkt_6279;03.09.2025;931
produkt_6280;30.05.2025;771
produkt_6281;23.05.2025;566
produkt_6282;26.09.2025;169
produkt_6283;22.01.2025;503
produkt_6284;31.03.2025;456
produkt_6285;12.04.2025;308
produkt_6286;24.10.2025;819
produkt_6287;28.02.2025;982
produkt_6288;10.11.2025;739
produkt_6289;01.04.2025;499
produkt_6290;12.10.2025;788
produkt_6291;20.01.2025;366
produkt_6292;11.05.2025;96
produkt_6293;08.07.2025;754
produkt_6294;25.02.2025;785
produkt_6295;10.07.2025;136
produkt_6296;13.03.2025;297
produkt_6297;04.04.2025;980
produkt_6298;20.08.2025;375
produkt_6299;04.10.2025;357
produkt_6300;08.01.2025;980
produkt_6301;30.08.2025;908
produkt_6302;02.10.2025;665
produkt_6303;14.07.2025;354
produkt_6304;23.06.2025;189
produkt_6305;28.05.2025;375
produkt_6306;18.07.2025;626
produkt_6307;30.11.2025;112
produkt_6308;31.05.2025;567
produkt_6309;29.06.2025;396
produkt_6310;13.11.2025;748
produkt_6311;25.03.2025;732
produkt_6312;18.04.2025;309
produkt_6313;07.07.2025;660
produkt_6314;06.02.2025;656
produkt_6315;24.02.2025;436
produkt_6316;06.07.2025;219
produkt_6317;10.09.2025;629
produkt_6318;19.09.2025;900
produkt_6319;29.04.2025;453
produkt_6320;04.06.2025;310
produkt_6321;16.04.2025;195
produkt_6322;18.08.2025;462
produkt_6323;01.02.2025;718
produkt_6324;24.08.2025;337
produkt_6325;06.10.2025;712
produkt_6326;14.08.2025;783
produkt_6327;13.07.2025;544
produkt_6328;14.02.2025;85
produkt_6329;25.03.2025;446
produkt_6330;17.07.2025;181
produkt_6331;16.06.2025;254
produkt_6332;12.07.2025;185
produkt_6333;28.08.2025;922
produkt_6334;15.07.2025;218
produkt_6335;13.11.2025;90
produkt_6336;05.09.2025;801
produkt_6337;21.11.2025;631
produkt_6338;22.07.2025;867
produkt_6339;27.04.2025;843
produkt_6340;10.02.2025;376
produkt_6341;08.01.2025;639
produkt_6342;30.04.2025;456
produkt_6343;31.07.2025;410
produkt_6344;26.08.2025;703
produkt_6345;24.09.2025;530
produkt_6346;06.01.2025;869
produkt_6347;26.02.2025;120
produkt_6348;25.01.2025;940
produkt_6349;31.08.2025;353
produkt_6350;03.04.2025;313
produkt_6351;28.06.2025;153
produkt_6352;29.08.2025;392
produkt_6353;04.02.2025;252
produkt_6354;07.01.2025;593
produkt_6355;19.10.2025;671
produkt_6356;28.12.2025;408
produkt_6357;17.03.2025;209
produkt_6358;29.05.2025;86
produkt_6359;06.08.2025;459
produkt_6360;18.07.2025;797
produkt_6361;17.08.2025;695
produkt_6362;19.10.2025;507
produkt_6363;17.01.2025;512
produkt_6364;28.08.2025;675
produkt_6365;10.04.2025;639
produkt_6366;11.07.2025;846
produkt_6367;22.04.2025;852
produkt_6368;21.04.2025;585
produkt_6369;07.04.2025;69
produkt_6370;02.05.2025;212
produkt_6371;21.11.2025;644
produkt_6372;13.02.2025;773
produkt_6373;08.09.2025;426
produkt_6374;17.09.2025;700
produkt_6375;05.02.2025;318
produkt_6376;01.08.2025;852
produkt_6377;12.05.2025;55
produkt_6378;10.02.2025;240
produkt_6379;24.03.2025;841
produkt_6380;06.12.2025;349
produkt_6381;11.01.2025;755
produkt_6382;19.02.2025;750
produkt_6383;01.06.2025;745
produkt_6384;06.02.2025;227
produkt_6385;22.04.2025;82
produkt_6386;04.10.2025;51
produkt_6387;08.09.2025;984
produkt_6388;09.03.2025;307
produkt_6389;20.06.2025;171
produkt_6390;20.08.2025;476
produkt_6391;09.02.2025;205
produkt_6392;18.09.2025;510
produkt_6393;23.04.2025;817
produkt_6394;29.03.2025;343
produkt_6395;21.07.2025;667
produkt_6396;09.02.2025;511
produkt_6397;09.03.2025;466
produkt_6398;01.03.2025;620
produkt_6399;26.09.2025;430
produkt_6400;29.10.2025;816
produkt_6401;24.06.2025;584
produkt_6402;15.05.2025;408
produkt_6403;27.05.2025;214
produkt_6404;05.03.2025;584
produkt_6405;21.06.2025;785
produkt_6406;06.09.2025;286
produkt_6407;23.07.2025;523
produkt_6408;04.11.2025;450
produkt_6409;17.11.2025;932
produkt_6410;09.02.2025;389
produkt_6411;28.02.2025;967
produkt_6412;17.07.2025;614
produkt_6413;30.07.2025;479
produkt_6414;30.08.2025;750
produkt_6415;28.12.2025;121
produkt_6416;09.01.2025;194
produkt_6417;22.08.2025;296
produkt_6418;20.05.2025;255
produkt_6419;20.06.2025;626
produkt_6420;06.10.2025;814
produkt_6421;31.08.2025;833
produkt_6422;07.02.2025;782
produkt_6423;30.07.2025;316
produkt_6424;07.03.2025;290
produkt_6425;14.12.2025;504
produkt_6426;22.10.2025;989
produkt_6427;08.05.2025;692
produkt_6428;09.05.2025;348
produkt_6429;08.12.2025;552
produkt_6430;06.01.2025;353
produkt_6431;15.03.2025;570
produkt_6432;21.08.2025;188
produkt_6433;14.04.2025;656
produkt_6434;03.08.2025;416
produkt_6435;06.11.2025;149
produkt_6436;02.05.2025;940
produkt_6437;20.07.2025;705
produkt_6438;30.10.2025;939
produkt_6439;19.04.2025;438
produkt_6440;13.10.2025;229
produkt_6441;15.06.2025;978
produkt_6442;13.11.2025;234
produkt_6443;27.01.2025;669
produkt_6444;09.11.2025;304
produkt_6445;01.05.2025;915
produkt_6446;13.11.2025;189
produkt_6447;18.06.2025;901
produkt_6448;18.05.2025;830
produkt_6449;07.11.2025;985
produkt_6450;14.03.2025;91
produkt_6451;01.02.2025;104
produkt_6452;23.12.2025;556
produkt_6453;21.12.2025;510
produkt_6454;16.07.2025;575
produkt_6455;01.07.2025;202
produkt_6456;28.08.2025;454
produkt_6457;04.05.2025;514
produkt_6458;02.10.2025;285
produkt_6459;29.03.2025;261
produkt_6460;21.04.2025;135
produkt_6461;25.12.2025;926
produkt_6462;25.10.2025;742
produkt_6463;28.07.2025;586
produkt_6464;12.12.2025;441
produkt_6465;12.12.2025;597
produkt_6466;09.10.2025;457
produkt_6467;05.04.2025;851
produkt_6468;09.10.2025;671
produkt_6469;19.06.2025;999
produkt_6470;04.12.2025;793
produkt_6471;30.07.2025;722
produkt_6472;18.09.2025;580
produkt_6473;06.01.2025;316
produkt_6474;25.09.2025;687
produkt_6475;05.12.2025;971
produkt_6476;31.12.2025;361
produkt_6477;12.12.2025;900
produkt_6478;04.03.2025;743
produkt_6479;30.04.2025;836
produkt_6480;20.04.2025;615
produkt_6481;02.10.2025;786
produkt_6482;13.03.2025;798
produkt_6483;27.01.2025;953
produkt_6484;17.02.2025;783
produkt_6485;14.10.2025;529
produkt_6486;24.09.2025;831
produkt_6487;21.02.2025;230
produkt_6488;21.01.2025;508
produkt_6489;21.06.2025;100
produkt_6490;19.12.2025;958
produkt_6491;26.10.2025;650
produkt_6492;01.08.2025;512
produkt_6493;09.10.2025;479
produkt_6494;13.09.2025;185
produkt_6495;12.12.2025;475
produkt_6496;07.11.2025;314
produkt_6497;21.10.2025;691
produkt_6498;19.06.2025;529
produkt_6499;05.03.2025;697
produkt_6500;12.06.2025;237
produkt_6501;12.10.2025;571
produkt_6502;24.04.2025;108
produkt_6503;02.10.2025;120
produkt_6504;28.03.2025;557
produkt_6505;26.10.2025;796
produkt_6506;23.04.2025;721
produkt_6507;14.06.2025;887
produkt_6508;03.02.2025;293
produkt_6509;04.04.2025;257
produkt_6510;06.12.2025;540
produkt_6511;08.02.2025;497
produkt_6512;24.02.2025;866
produkt_6513;20.09.2025;169
produkt_6514;01.11.2025;921
produkt_6515;08.03.2025;274
produkt_6516;24.07.2025;103
produkt_6517;06.07.2025;190
produkt_6518;10.08.2025;911
produkt_6519;29.07.2025;604
produkt_6520;10.01.2025;516
produkt_6521;09.12.2025;614
produkt_6522;08.02.2025;984
produkt_6523;22.04.2025;643
produkt_6524;09.10.2025;688
produkt_6525;20.03.2025;866
produkt_6526;22.02.2025;577
produkt_6527;24.02.2025;385
produkt_6528;14.05.2025;836
produkt_6529;02.03.2025;349
produkt_6530;18.08.2025;683
produkt_6531;01.12.2025;84
produkt_6532;03.07.2025;467
produkt_6533;02.01.2025;633
produkt_6534;18.07.2025;426
produkt_6535;14.02.2025;110
produkt_6536;12.05.2025;663
produkt_6537;20.08.2025;846
produkt_6538;26.04.2025;717
produkt_6539;27.12.2025;846
produkt_6540;23.04.2025;379
produkt_6541;23.03.2025;95
produkt_6542;05.06.2025;490
produkt_6543;12.10.2025;667
produkt_6544;09.12.2025;273
produkt_6545;19.10.2025;606
produkt_6546;05.01.2025;566
produkt_6547;20.06.2025;755
produkt_6548;19.01.2025;376
produkt_6549;27.07.2025;696
produkt_6550;08.04.2025;320
produkt_6551;24.12.2025;919
produkt_6552;28.02.2025;718
produkt_6553;26.03.2025;543
produkt_6554;01.03.2025;55
produkt_6555;10.07.2025;286
produkt_6556;05.07.2025;517
produkt_6557;10.06.2025;283
produkt_6558;09.12.2025;857
produkt_6559;28.05.2025;97
produkt_6560;25.09.2025;466
produkt_6561;10.10.2025;975
produkt_6562;11.04.2025;681
produkt_6563;23.10.2025;801
produkt_6564;06.01.2025;263
produkt_6565;24.03.2025;373
produkt_6566;25.10.2025;180
produkt_6567;11.12.2025;435
produkt_6568;05.03.2025;927
produkt_6569;25.04.2025;520
produkt_6570;09.03.2025;993
produkt_6571;30.04.2025;775
produkt_6572;14.03.2025;943
produkt_6573;14.08.2025;446
produkt_6574;06.02.2025;302
produkt_6575;27.01.2025;508
produkt_6576;15.02.2025;619
produkt_6577;24.10.2025;893
produkt_6578;27.10.2025;459
produkt_6579;23.09.2025;820
produkt_6580;26.09.2025;257
produkt_6581;05.02.2025;856
produkt_6582;25.09.2025;644
produkt_6583;22.01.2025;291
produkt_6584;20.07.2025;660
produkt_6585;09.08.2025;880
produkt_6586;26.10.2025;206
produkt_6587;24.11.2025;258
produkt_6588;16.07.2025;754
produkt_6589;26.07.2025;621
produkt_6590;25.10.2025;332
produkt_6591;07.07.2025;475
produkt_6592;14.01.2025;152
produkt_6593;17.02.2025;922
produkt_6594;29.05.2025;121
produkt_6595;07.09.2025;606
produkt_6596;21.03.2025;441
produkt_6597;24.10.2025;50
produkt_6598;29.08.2025;641
produkt_6599;30.09.2025;766
produkt_6600;29.01.2025;542
produkt_6601;15.08.2025;593
produkt_6602;22.07.2025;395
produkt_6603;27.06.2025;279
produkt_6604;25.02.2025;993
produkt_6605;24.03.2025;977
produkt_6606;15.12.2025;355
produkt_6607;27.11.2025;873
produkt_6608;21.02.2025;873
produkt_6609;02.11.2025;680
produkt_6610;30.06.2025;727
produkt_6611;29.01.2025;406
produkt_6612;22.12.2025;821
produkt_6613;05.02.2025;151
produkt_6614;24.05.2025;986
produkt_6615;06.09.2025;619
